name,country,height_cm,weight_kg,age,birthdate,singles_rank_current,singles_rank_highest,doubles_rank_current,doubles_rank_highest,sex,plays
Andreev Adrian,Bulgaria,180,66,24,12. 5. 2001,1098,183,-,419,man,right
Garanganga Takanyi,Zimbabwe,185,80,35,6. 9. 1990,-,288,-,567,man,right
Afrin Mashfia,Bangladesh,,,,,,,,,woman,
Mitevska Sara,North Macedonia,,,,,,,,,woman,right
Pathummakuronen Malaylack,Laos,,,20,1. 1. 2006,,,,,woman,right
Ait-Ali-Yahia Karina,Algeria,,,39,29. 6. 1986,,,,,woman,right
Kpodo Robert Mensah,Ghana,,,38,12. 3. 1988,,,,,man,right
Mathema Anne,Nepal,,,25,16. 1. 2001,,,,,woman,right
Na-Adjrago Wisdom,Ghana,,,36,10. 12. 1989,,,,,man,right
Basing Max,Great Britain,,,23,2. 10. 2002,311,311,768,756,man,right
Benos Thanos,Greece,,,,,,,,,man,right
Lainez Cecilia,El Salvador,,,37,7. 8. 1988,,,,,woman,right
Cavan Siobhan,New Zealand,,,36,13. 7. 1989,,,,,woman,right
Acosta Erik,Mexico,,,41,2. 2. 1985,,,,,man,right
Bungaran Suci,Indonesia,,,42,25. 3. 1983,-,1003,-,905,woman,right
Bakaityte Uma,Lithuania,,,,,,,,,woman,right
Maia Hugo,Portugal,,,24,1. 4. 2001,1385,1373,1280,1039,man,right
Plaza Araujo Luana,Brazil,,,,,1070,805,-,1048,woman,right
Abarzua Garizon,Chile,,,,,,,,,man,
Al Bitar Ahmed,Egypt,,,32,21. 3. 1993,,,,,man,right
Gorduneanu Evgheni,Moldavia,,,42,14. 4. 1983,,,,,man,right
Delicata Marcus,Malta,,,53,19. 7. 1972,,,,,man,right
Abdulaal Mohamed Esam,Bahrain,,,28,13. 10. 1997,,,,,man,right
Sacco Federica,Italy,,,23,20. 4. 2002,755,658,1140,794,woman,right
Aammouch Salah,Morocco,,,36,6. 11. 1989,,,,,man,right
Naw Hazem,Syria,,,26,1. 1. 2000,1193,299,2543,722,man,right
Rana Ritik,Nepal,,,23,8. 6. 2002,,,,,man,right
Koller Arabella,Austria,,,25,31. 8. 2000,840,548,948,622,woman,right
Banimataku Lorraine,Vanuatu,,,,,,,,,woman,
Claffey Jenny,Ireland,,,35,25. 7. 1990,-,646,-,618,woman,right
Alrebdi Faisal,Saudi Arabia,,,26,17. 10. 1999,,,,,man,right
Taylor Lily,Australia,,,,,1021,878,1090,1023,woman,right
Schaul Claudine,Luxembourg,,,42,20. 8. 1983,-,41,-,71,woman,right
Ahn Sunmin,South Korea,,,17,1. 1. 2009,,,,,woman,right
Falster Milla,Norway,,,23,1. 1. 2003,,,,,woman,right
Betancourt Franci,Venezuela,,,37,15. 11. 1988,,,,,woman,right
Sakamoto Rei,Japan,,,19,24. 6. 2006,159,157,757,750,man,right
Saveljic Igor,Montenegro,,,30,17. 8. 1995,-,1340,-,1183,man,right
Minnen Greetje,Belgium,175,68,28,14. 8. 1997,153,59,983,45,woman,right
Diushembiev Namazbek,Kyrgyzstan,,,25,29. 9. 2000,,,,,man,right
Liaonenka Aliaksandr,Belarus,,,26,17. 3. 1999,1759,771,1118,332,man,right
Broady Liam,Great Britain,183,78,32,4. 1. 1994,283,93,922,167,man,left
Pham Derek,Australia,,,21,31. 3. 2004,1179,786,1865,1401,man,right
Acosta Diego,Ecuador,,,33,11. 4. 1992,-,1067,-,1019,man,right
Clervil Angelo,Haiti,,,24,1. 1. 2002,,,,,man,
Babej Frantisek,Slovakia,,,46,6. 2. 1980,-,423,-,480,man,right
Bischof Isabel,Switzerland,,,32,10. 9. 1993,,,,,woman,right
Antoniou Karademitrou Nikoleta,Greece,,,25,7. 5. 2000,,,,,woman,right
Febri Habsari Evita,Indonesia,,,30,23. 2. 1996,,,,,woman,right
Cassar Torregiani Matthew,Malta,,,29,23. 9. 1996,,,,,man,right
Kawamura Mana,Japan,,,24,6. 8. 2001,797,537,365,247,woman,right
Bergomi Serena,Switzerland,,,40,3. 5. 1985,-,890,-,1029,woman,right
Vishwakarma Siddharth,India,191,74,31,7. 10. 1994,1125,585,1909,1519,man,left
Ovcharenko Oleksandr,Ukraine,,,24,17. 10. 2001,544,296,280,280,man,right
Nguyen Bao Khang,Viet Nam,,,17,1. 1. 2009,,,,,man,right
Azamatov Sarvar,Uzbekistan,,,,,,,,,man,right
Henning Philip,RSA,,,25,10. 11. 2000,324,307,804,472,man,right
Avdullahi Besarta,Sweden,,,32,19. 3. 1993,,,,,woman,right
Portillo Jose Rafael,El Salvador,,,35,5. 12. 1990,,,,,man,right
Todoran Matei,Romania,,,,,1817,1663,1290,1279,man,right
Buys Nicky,Namibia,,,43,29. 3. 1982,,,,,man,right
De Pasquale Stephen Carlo,Kenya,,,30,3. 5. 1995,,,,,man,right
Lu Karen,Hong Kong,,,24,18. 4. 2001,,,,,woman,right
Baldinucci Stephanie,Luxembourg,,,34,25. 8. 1991,,,,,woman,right
Milliam Alexa Joy,Philippines,,,,,,,,,woman,
Dattatray Kurale Sandesh,India,,,23,1. 1. 2003,1856,1629,,,man,right
Detkovskaya Dariya,Kazakhstan,,,26,26. 2. 2000,-,786,-,700,woman,right
Alvarez Jimena,Mexico,,,42,21. 12. 1983,,,,,woman,right
Sucha Amy,Czech Republic,,,,,837,837,1074,1074,woman,right
Traore Seydou,Ivory Coast,,,37,9. 10. 1988,,,,,man,right
Kubler Jason,Australia,178,74,32,19. 5. 1993,217,63,77,27,man,right
Sibanda Lefa Ashley,Botswana,,,33,13. 7. 1992,,,-,1374,man,right
Domazetovski Damjan,North Macedonia,,,31,8. 2. 1995,,,,,man,right
Infante Hector,El Salvador,,,33,29. 8. 1992,,,,,man,right
Balasa Gabriela,Serbia,,,27,17. 8. 1998,,,,,woman,right
Subbotina Sofia,Cyprus,,,21,1. 1. 2005,,,,,woman,right
Stepa Gabriela,Moldavia,,,36,1. 11. 1989,,,,,woman,right
Plekhanova Dasha,Canada,,,,,618,470,941,856,woman,right
Alarcon Sebastian,Bolivia,,,28,5. 3. 1998,,,,,man,right
Hindova Denisa,Czech Republic,,,23,17. 7. 2002,1103,519,373,241,woman,right
Domanevski Dan,Latvia,,,32,1. 11. 1993,,,,,man,left
Aguilar Claudia,Mexico,,,37,11. 2. 1989,,,,,woman,right
Chamas Carlos,Lebanon,,,27,7. 7. 1998,,,,,man,right
Bezakova Kristina,Slovakia,,,41,21. 10. 1984,,,,,woman,right
Kleanthous Konstantinos,Cyprus,,,31,4. 6. 1994,,,,,man,right
Akhmedov Ali,Uzbekistan,,,34,8. 9. 1991,,,,,man,right
Campbell Eldad,Jamaica,,,37,7. 10. 1988,,,,,man,right
Vig Saumya,India,,,31,13. 2. 1995,1358,1108,1182,799,woman,left
Valentine Shauna,Trinidad,,,,,,,,,woman,right
Alfeetouri Mohammed,Libya,,,35,4. 10. 1990,,,,,man,right
Aksoy Alp Kemal,Turkey,,,20,1. 1. 2006,,,,,man,right
Aarum Fredrik,Norway,,,43,6. 3. 1983,-,1333,,,man,right
Matundo Roberto,Angola,,,,,,,,,man,right
Aires Adolfo,Antily (NIZ),,,35,5. 3. 1991,,,,,man,right
Mosebi Bishop,Lesotho,,,33,7. 3. 1993,,,,,man,right
Jeritsheva Ekaterina,Estonia,,,37,27. 1. 1989,,,,,woman,right
Sukhbat Jae,Mongolia,,,31,15. 8. 1994,,,,,woman,right
Brooksby Jenson,USA,188,82,25,26. 10. 2000,41,33,-,249,man,right
Hsu Yu Hsiou,Chinese Taipei,178,70,26,2. 4. 1999,227,158,172,145,man,right
Fita Boluda Angela,Spain,,,26,12. 7. 1999,269,214,173,150,woman,right
Sigue Aboubacar,Burkina Faso,,,39,16. 1. 1987,-,1340,,,man,right
Chach Eulogio,Guadeloupe,,,44,15. 11. 1981,,,,,man,right
Sahyoun Yasmine,Lebanon,,,37,20. 9. 1988,,,,,woman,right
Audu Emmanuel,Nigeria,,,28,24. 10. 1997,,,,,man,right
Gutierrez Oscar Jose,Brazil,170,67,32,25. 4. 1993,787,363,688,293,man,right
Dang Yiming,China,,,,,775,719,351,351,woman,right
Sureshkumar Manish,India,183,62,26,13. 8. 1999,851,508,1063,373,man,right
Ferreira Benitez Nazarena,Paraguay,,,24,21. 10. 2001,,,,,woman,right
Muraccini Mattia,San Marino,,,19,1. 1. 2007,,,,,man,right
Hu Victoria,USA,,,23,25. 4. 2002,404,262,316,292,woman,right
Alarcon Andres,Ecuador,,,55,22. 5. 1970,,,,,man,right
Van Poppel Emma,Netherlands,,,,,1145,1107,672,668,woman,right
Aguila Juan Antonio,Paraguay,,,33,8. 3. 1993,,,,,man,right
Eriksson Sebastian,Sweden,,,20,1. 5. 2005,1444,854,-,1179,man,right
Torres Fernandez Benjamín Ignacio,Chile,,,22,12. 10. 2003,1492,1269,1127,1079,man,right
Erakovic Marina,New Zealand,174,67,38,6. 3. 1988,-,39,-,25,woman,right
Beslagic Binasa,North Macedonia,,,32,22. 9. 1993,,,,,woman,right
Antonijevic Masa,Serbia,,,28,11. 6. 1997,,,,,woman,right
Kobori Momoko,Japan,,,27,22. 8. 1998,425,226,92,90,woman,right
Clarke Sydney-Nicole,Bahamas,,,24,18. 11. 2001,,,,,woman,right
Bradshaw-Douglas Jahzuena,Bermuda,,,26,28. 7. 1999,,,,,woman,right
Haita Stefan Horia,Romania,,,18,6. 6. 2007,1458,1330,1867,1851,man,right
Radosavljevic Aleksandra,Yugoslavia,,,46,17. 9. 1979,,,-,835,woman,right
Balk Lisanne,Netherlands,,,39,15. 2. 1987,-,544,-,474,woman,right
Delpech Cylvie,Seychelles,,,39,1. 1. 1987,,,,,woman,right
Kopp Sandro,Austria,,,25,26. 5. 2000,320,299,607,352,man,right
Otzipka Jana,Belgium,,,21,1. 1. 2005,612,561,503,503,woman,right
Munoz Navia Diego Eduardo,Bolivia,,,,,1656,1649,,,man,right
Midzi Tanyaradzwa,Zimbabwe,,,,,,,,,woman,right
Prosenica Ilija,Montenegro,,,39,15. 1. 1987,,,,,man,right
Bationo Abdoulaziz,Ivory Coast,,,25,15. 12. 2000,,,,,man,right
Fernandez Loucas Julian,Philippines,,,,,,,,,man,right
Mettraux Marie,Switzerland,,,25,7. 4. 2000,684,604,623,508,woman,right
Omurunga Faith Nyabera,Kenya,,,25,6. 4. 2000,,,,,woman,right
Turnquest Joshua,Bahamas,,,28,31. 12. 1997,,,,,man,right
Cherico Anna,Ireland,,,18,1. 1. 2008,,,,,woman,right
Muhire Joshua,Rwanda,,,23,20. 4. 2002,,,,,man,right
Elias Jossefa,Mozambique,,,33,11. 4. 1992,,,-,1697,man,right
Apostolov Metody,Bulgaria,,,,,,,,,man,right
Choi Seo Yun,South Korea,,,19,1. 1. 2007,1331,1331,1614,1557,woman,right
Campana Facundo,Peru,,,20,1. 1. 2006,,,,,man,right
Ismail Zeeshan,Zimbabwe,,,33,4. 11. 1992,,,,,man,right
Van Der Meerschen Martin,Belgium,,,25,14. 6. 2000,777,699,476,476,man,right
Byun Il-Ho,Korea,,,38,17. 9. 1987,,,,,man,right
Lagerbohm Linus,Finland,,,,,1672,1665,1083,1077,man,right
Blattler Michelle,Switzerland,,,39,10. 9. 1986,-,903,,,woman,right
Zverev Alexander,Germany,198,90,28,20. 4. 1997,4,2,137,7,man,right
Hadjigeorgiou Florentia,Cyprus,,,,,,,,,woman,
Hopp Michel,Germany,,,27,21. 12. 1998,834,820,1854,1842,man,right
Charatsis Anastasios,Greece,,,49,1. 9. 1976,,,,,man,right
Elsir Walaa,Sudan,,,38,31. 3. 1987,,,,,woman,right
Schincariol Barbosa Giovana,Brazil,,,19,1. 1. 2007,1400,1388,1686,1666,woman,right
Fernandez Lance Jacob,Philippines,,,21,1. 1. 2005,,,,,man,right
Kazibwe Trevor Solomon,Uganda,,,,,,,,,man,right
Cruz Deena Rose,Philippines,,,43,12. 3. 1983,,,,,woman,right
Inisan Eleejah,France,,,,,606,600,-,953,woman,right
Lebendje Willy,Gabon,,,34,12. 10. 1991,,,,,man,right
Ndefwayi Lighton,Zambia,,,52,21. 8. 1973,-,1236,,,man,right
Arsova Stefani,Bulgaria,,,26,17. 5. 1999,,,,,woman,right
Filip Diane,Denmark,,,39,29. 11. 1986,-,1212,,,woman,right
Bou Paola,Puerto Rico,,,28,12. 3. 1998,,,,,woman,left
Aludo Stefi Marithe,Philippines,,,,,,,,,woman,right
Jalilov Asim,Azerbaijan,,,35,19. 7. 1990,,,,,man,right
Bosio Victoria,Argentina,,,31,3. 10. 1994,342,308,-,284,woman,right
Sanchez Quilez Alejo,Spain,,,20,25. 6. 2005,558,493,1298,379,man,right
Yamalapalli Sahaja,India,,,,,393,284,479,408,woman,right
Wawrzkiewicz Inka,Poland,,,,,979,975,878,878,woman,right
Chan Tsz Yeung,Hong Kong,,,24,7. 6. 2001,,,,,man,right
Balazs Bence Ferenc,Hungary,,,27,4. 2. 1999,,,,,man,right
Mansour Ibrahim,Syria,,,46,19. 2. 1980,,,,,man,right
Giunashvili Giorgi,Georgia,,,29,21. 4. 1996,,,,,man,right
Zeidan Mahar,Senegal,,,37,21. 9. 1988,,,,,man,right
Akgul Yagmur,Turkey,,,29,28. 3. 1996,,,,,woman,right
Alvarado Paola,Ecuador,,,37,13. 6. 1988,,,,,woman,right
Geladze Anastasia,Georgia,,,20,1. 1. 2006,,,,,woman,right
Jaber Abbas,Ivory Coast,,,46,1. 1. 1980,,,,,man,right
Moseley Russell,Barbados,,,40,28. 7. 1985,,,,,man,right
Aballe Emilio,Mexico,,,31,17. 9. 1994,,,,,man,right
Cherny Isabelle,Great Britain,,,21,23. 3. 2004,1483,1188,-,1120,woman,right
Van Dyk Gideon,Namibia,,,38,5. 5. 1987,,,,,man,right
Koskel Anet Angelika,Estonia,,,22,13. 6. 2003,-,952,-,653,woman,right
Voloshchuk Angelina,Portugal,,,,,373,373,564,558,woman,right
Stone Troy,Trinidad,,,45,12. 5. 1980,,,-,1535,man,right
Dela Torre Villanueva Moris Jose,N. Mariana Isl.,,,,,,,,,man,
Andersson Gustav,Sweden,,,27,20. 11. 1998,,,,,man,right
Kym Jerome,Switzerland,198,87,23,12. 2. 2003,180,123,543,192,man,right
Acevedo Munoz Lucas,Chile,,,32,23. 2. 1994,,,,,man,right
Zagars Arturs,Latvia,,,19,1. 1. 2007,1940,1868,1253,1253,man,right
Belogrivceva Anastasiya,Kazakhstan,,,24,9. 10. 2001,,,,,woman,right
Aveiro Aline,Paraguay,,,,,,,,,woman,right
Delloro Michael,Panama,,,38,20. 7. 1987,,,,,man,right
Karajayeva Rozhan,Turkmenistan,,,20,9. 10. 2005,,,,,woman,right
Saeed Johar Mubarak,Qatar,,,41,12. 11. 1984,-,471,,,man,right
Eie Sebastian,Norway,,,19,1. 1. 2007,,,1998,1988,man,right
Atanasov Martin,Bulgaria,,,27,3. 6. 1998,,,,,man,right
Khoo Er Yang,Malaysia,,,31,25. 8. 1994,,,,,man,right
Lababedi Nabil,Syria,,,42,12. 7. 1983,,,,,man,right
Biba Adele Diana,Cameroon,,,25,19. 9. 2000,,,,,woman,right
Tere-Apisah Abigail,Papua N. Guinea,,,33,13. 7. 1992,-,276,-,224,woman,right
Diatchenko Vitalia,Russia,180,63,35,2. 8. 1990,549,71,353,60,woman,right
Castellanos Calderón Arianna,Ecuador,,,,,,,,,woman,
Cuellar Ricardo,El Salvador,,,39,15. 7. 1986,,,,,man,left
Chimdee Pongphun,Thailand,,,37,11. 11. 1988,-,1823,,,man,right
Akdemir lara,Turkey,,,26,10. 5. 1999,,,,,woman,right
Cason Ashtyn,RSA,,,20,1. 1. 2006,,,,,woman,right
Acosta Oswaldo,Mexico,,,38,5. 7. 1987,,,,,man,right
Cheng Tsz Ki Alicia Mia,Hong Kong,,,21,23. 2. 2005,,,,,woman,right
Wu Ru Xi,China,,,18,1. 1. 2008,1072,1063,,,woman,right
Schoen Patrick,Switzerland,,,20,4. 5. 2005,855,847,1212,758,man,right
Eidukonyte Joana,Lithuania,,,31,2. 10. 1994,-,605,-,607,woman,right
Barbosa Fernando,Bolivia,,,36,3. 6. 1989,,,,,man,right
Machado Yenise,Cuba,,,29,27. 7. 1996,,,,,woman,right
Topchiyeva Lala,Azerbaijan,,,36,22. 10. 1989,,,,,woman,right
Gotou Yuuka,Jordan,,,32,5. 7. 1993,,,,,woman,right
Abbas Aliya,Moldavsko,,,21,1. 1. 2005,,,,,woman,
Amiraghyan Ani,Armenia,,,32,9. 10. 1993,773,422,912,505,woman,right
Arafa Aida,Tunisia,,,27,14. 10. 1998,,,,,woman,right
Baca Guzman Julian Nicolas,Ecuador,,,27,18. 11. 1998,,,,,man,right
Abu Khulaif Baqer,Saudi Arabia,,,46,7. 3. 1980,,,,,man,right
Liggan Kelly,Ireland,,,47,5. 2. 1979,-,182,-,122,woman,right
Brglez Pia,Slovenia,,,29,26. 10. 1996,-,1209,-,847,woman,right
Rasch Alexandra,Guatemala,,,35,9. 5. 1990,,,,,woman,right
Breen Patrick,Ireland,,,16,1. 1. 2010,,,,,man,right
Anid Patrick,Lebanon,,,39,7. 9. 1986,,,,,man,right
Piatrouski Daniil,Belarus,,,,,2105,1769,2543,2420,man,right
Arnaudovska Emilia,North Macedonia,,,38,30. 9. 1987,,,,,woman,right
Abdolsamad Ali,Iran,,,32,18. 8. 1993,,,,,man,right
Jahren Pauline,Norway,,,28,28. 4. 1997,,,,,woman,left
Neskasis Oceane,Seychelles,,,,,,,,,woman,
Kald Taha,Iraq,,,21,1. 1. 2005,,,,,man,right
Goonasekera Nilupul,Sri Lanka,,,34,24. 4. 1991,,,,,woman,right
Berger Stephan,Guatemala,,,32,21. 3. 1993,,,,,man,right
Sallam Halil,Yemen,,,24,1. 1. 2002,,,,,man,right
Charyyev Hadzhymyrat,Turkmenistan,,,26,4. 8. 1999,,,,,man,right
Watat Njanga Lloyd Sergio,Cameroon,,,28,19. 3. 1997,,,,,man,right
Akbarzade Hamid,Iran,,,36,10. 7. 1989,,,,,man,right
Afrose Eshita,Bangladesh,,,,,,,,,woman,
Damjanovic Petar,Monaco,,,30,25. 10. 1995,,,,,man,right
Diallo Alpha,Guinea,,,47,9. 2. 1979,,,,,man,right
Agra Jessica-Marie,Philippines,,,34,10. 11. 1991,,,,,woman,right
Hussey Giles,Great Britain,,,28,26. 5. 1997,337,304,429,213,man,left
Nuudi Maileen,Estonia,,,25,24. 5. 2000,-,469,-,596,woman,right
Belkarmouss Hind,Morocco,,,39,5. 2. 1987,,,,,woman,right
Jayasinghe Samadhi Dewmini,Sri Lanka,,,,,,,,,woman,
Muchunga Musungu,Zambia,,,37,15. 12. 1988,,,,,woman,right
Durguti Besir,North Macedonia,,,32,19. 8. 1993,-,1231,-,1659,man,right
Dittmann Gina Marie,Germany,,,23,10. 9. 2002,511,511,467,415,woman,right
Lodikova Daria,Russia,,,29,25. 5. 1996,516,296,309,287,woman,right
Ceranic Emilija,Bosnia and Herzeg.,,,31,20. 6. 1994,,,,,woman,right
Pohankova Mia,Slovakia,,,17,21. 10. 2008,348,345,-,955,woman,right
Daniella Villa,Indonesia,,,40,30. 4. 1985,,,,,woman,right
Orlikowski Aleksander,Poland,,,22,18. 10. 2003,1476,1109,1250,1240,man,right
Alazzam Musaeed,Saudi Arabia,,,28,14. 7. 1997,,,,,man,right
Brooks Ashley,Bermuda,,,,,,,,,woman,
Boey Shi-Hui,Singapore,,,35,30. 7. 1990,,,,,woman,right
Ali Annika,Finland,,,,,,,,,woman,
Itaia Nigelita,Nauru,,,,,,,,,woman,
Munroe Bjorn,Bahamas,,,47,13. 11. 1978,-,1358,-,706,man,right
Bolling Ulrik,Denmark,,,49,27. 4. 1976,,,,,man,right
Kuwata Hiroko,Japan,159,55,35,18. 12. 1990,673,150,175,112,woman,right
Ata Omar,Tunisia,,,26,23. 8. 1999,,,,,man,right
Lock Stacey,Zimbabwe,,,34,16. 7. 1991,,,,,woman,right
Elias Gastao,Portugal,183,76,35,24. 11. 1990,474,57,940,151,man,right
Dontu Vasilii,Moldavsko,,,25,21. 7. 2000,,,,,man,right
Lim Alberto,Philippines,,,26,16. 5. 1999,1462,1123,2357,2267,man,right
Aderemi Omolade,Nigeria,,,24,1. 1. 2002,,,,,woman,
Grigelis Laurinas,Lithuania,183,78,34,14. 8. 1991,-,183,-,132,man,right
Cano Duarte Jose Martin,Paraguay,,,,,,,,,man,
Alcivar Jose-Miguel,Ecuador,,,37,2. 6. 1988,,,,,man,right
Herrera Luis Adrian,Costa Rica,,,42,25. 9. 1983,,,,,man,right
Leong Shihomi Li Xuan,Malaysia,,,,,959,955,1176,1163,woman,right
Montebello Emma,Malta,,,,,,,1596,1569,woman,right
Lokoli Laurent,France,188,78,31,18. 10. 1994,448,167,-,371,man,right
Leetma Ivette,Estonia,,,21,15. 6. 2004,,,,,woman,right
Gil Garcia Aaron,Luxembourg,,,22,2. 10. 2003,1281,1241,1095,1045,man,right
Berlovan Lucijan,Yugoslavia,,,39,5. 4. 1986,,,,,man,right
Bezjak Ana,Croatia,,,36,29. 9. 1989,,,-,665,woman,right
Vavassori Andrea,Italy,193,78,30,5. 5. 1995,616,128,16,6,man,right
Avdonin Valery,Uzbekistan,,,42,5. 7. 1983,,,,,man,right
Agim Jacinta,Nigeria,,,40,14. 4. 1985,,,,,woman,right
Baca Villagomez Martina Alejandra,Ecuador,,,32,18. 11. 1993,,,,,woman,right
Baleja Konor,Hungary,,,19,1. 1. 2007,,,,,man,right
So´Onalole Tagifano,Samoa,,,48,7. 3. 1978,,,,,woman,right
Miseviciute Aurelia,Lithuania,,,39,24. 4. 1986,-,288,-,374,woman,right
Nys Hugo,Monaco,185,78,35,16. 2. 1991,-,327,17,12,man,right
An Tae-Hoon,South Korea,,,45,1. 2. 1981,,,-,1697,man,right
Eduino Oliveira,Cape Verde,,,37,14. 2. 1989,,,,,man,right
Jara-Salas Michael,Costa Rica,,,44,3. 11. 1981,,,,,man,right
Tan Y-kit Nicole,Singapore,,,28,3. 2. 1998,,,,,woman,right
Arnoldi Melissa,Switzerland,,,28,6. 6. 1997,,,,,woman,right
Danilovic Daniel,Montenegro,,,37,25. 7. 1988,-,481,-,343,man,right
Despotovski Damjan,North Macedonia,,,35,1. 3. 1991,,,,,man,right
Beslic Dario,Bosnia and Herzeg.,,,37,15. 7. 1988,,,,,man,right
Zhang Jeremy,Australia,,,20,12. 7. 2005,1366,1335,1249,1239,man,right
Valentin Raileanu,Moldavsko,,,30,11. 1. 1996,,,,,man,right
Sabalenka Aryna,Belarus,182,80,27,5. 5. 1998,1,1,612,1,woman,right
Kojane Baboloki,Botswana,,,35,3. 10. 1990,,,,,man,right
Abduganiyev Iqboljon,Uzbekistan,,,27,12. 5. 1998,,,,,man,right
Kostur Simona,Yugoslavia,,,46,26. 11. 1979,,,,,woman,right
Coulibaly Frederic,Ivory Coast,,,25,23. 5. 2000,,,,,man,right
Weerasekera Guyanga,Sri Lanka,,,35,13. 2. 1991,,,,,man,right
Benson Ricardo,RSA,,,45,27. 3. 1980,,,,,man,right
Aksonova Yelyzaveta,Ukraine,,,28,14. 2. 1998,,,,,woman,right
Nshuti Jean-Remy,Rwanda,,,37,1. 7. 1988,,,,,man,right
Georgiades Fania,Cyprus,,,36,30. 12. 1989,,,,,woman,right
Bamigbade Abiodun,Nigeria,,,41,21. 6. 1984,,,,,woman,right
Bae Hye-Young,South Korea,,,47,13. 4. 1978,-,851,,,woman,right
Galan Daniel Elahi,Colombia,191,72,29,18. 6. 1996,182,56,-,115,man,right
Androutselis Tomis,Greece,,,35,1. 9. 1990,,,,,man,left
Fossa Huergo Nicole,Argentina,,,30,26. 5. 1995,427,250,104,98,woman,right
Arnautovic Roberto,Croatia,,,31,28. 3. 1994,,,,,man,right
Haruehanspong Thamolwan,Thailand,,,28,6. 10. 1997,,,,,woman,right
Boretti Stian,Norway,188,88,44,20. 12. 1981,-,375,-,511,man,right
Carey Rasheed,Bahamas,,,29,9. 12. 1996,,,,,man,right
Winklaar Razul,Antily (NIZ),,,40,11. 9. 1985,,,,,man,right
Snitari Kirill,Moldavsko,,,,,,,,,man,
Adamek Vojtech,Czech Republic,,,35,21. 3. 1990,,,,,man,right
Acimovic Marijana,Serbia,,,30,7. 11. 1995,,,,,woman,right
Arcila Sebastian,Puerto Rico,,,27,26. 6. 1998,,,-,1860,man,right
Duerst Jenny,Switzerland,,,26,25. 3. 1999,396,320,289,187,woman,right
Cerny Matyas,Czech Republic,,,24,15. 10. 2001,735,732,811,658,man,right
Cruz Liz,El Salvador,,,40,21. 7. 1985,-,813,-,656,woman,right
Erjavec Veronika,Slovenia,,,26,30. 12. 1999,102,98,113,101,woman,right
Peppard Eric,Liechtenstein,,,24,14. 4. 2001,,,,,man,right
Zoma Fati,Burkina Faso,,,38,26. 11. 1987,,,,,woman,right
Adamczewski Bartosz,Poland,,,38,8. 5. 1987,,,,,man,right
Bouzo Zanotti Noelia,Spain,,,26,6. 9. 1999,630,566,567,502,woman,right
Kam Kok-Huen,Singapore,,,41,15. 2. 1985,,,,,man,right
Irdoja Oskar,Estonia,,,24,21. 3. 2001,,,,,man,right
Samardzic Jasmina,Montenegro,,,28,19. 2. 1998,,,,,woman,right
Boitan Gabi Adrian,Romania,,,26,11. 7. 1999,286,284,1165,522,man,right
Paulson Andrew,Czech Republic,,,24,16. 11. 2001,648,302,166,123,man,right
Ismail Hamad Abbas,UAE,,,35,4. 8. 1990,,,,,man,right
Bezeid Hafed,Mauretania,,,43,15. 8. 1982,,,,,man,right
Ibrahimova Aydan,Azerbaijan,,,31,1. 1. 1995,,,,,woman,right
Bagerbaseh Elizabeth Kapari,Ghana,,,29,1. 1. 1997,,,-,1628,woman,right
Andronis Ioannis,Greece,,,26,31. 3. 1999,,,,,man,right
Ortiz Garcia Jorge Emanuel,Puerto Rico,,,30,4. 1. 1996,,,,,man,right
Amelunge Carola Romina,Bolivia,,,29,14. 3. 1996,,,,,woman,right
Huglen Line Ebeltoft,Norway,,,27,6. 4. 1998,,,,,woman,right
Brazdeikis Tomas,Lithuania,,,42,25. 6. 1983,,,,,man,right
Doldan Sisa Enrique Maria,Paraguay,,,22,1. 1. 2004,,,,,man,right
Aksonov Kostiantyn,Ukraine,,,,,,,,,man,right
Lam Hau Ching Jake,Mauritius,,,,,,,,,man,right
Agelvis Michelle,Venezuela,,,,,,,,,woman,right
Senn Nicola,Switzerland,,,22,1. 1. 2004,1940,1940,2632,2471,man,right
Alansi Ghassan,Yemen,,,28,27. 11. 1997,,,,,man,right
De Zeeuw Joy,Netherlands,,,,,836,545,258,244,woman,right
Bulatovic Stasa,Montenegro,,,18,1. 1. 2008,,,1417,1342,woman,right
Ahmed Abdullah,Kuwait,,,27,2. 10. 1998,,,,,man,right
Plavsic Nemanja,Yugoslavia,,,43,9. 11. 1982,,,,,man,right
Davari Dolatabadi Aynaz,Iran,,,,,,,,,woman,right
Castellanos David,Dominican Rep.,,,24,7. 11. 2001,,,,,man,right
Ahuja Karina,India,,,37,3. 3. 1989,,,,,woman,right
Borwornchokchai Sasarin,Thailand,,,34,19. 3. 1991,-,1203,-,928,woman,right
Castro Valentina,Chile,,,44,17. 7. 1981,-,442,-,549,woman,right
Dad Lamyae,Morocco,,,27,26. 4. 1998,,,-,989,woman,right
Crosa Juan-Enrique,Paraguay,,,42,16. 10. 1983,-,767,-,803,man,right
Ormaechea Paula,Argentina,170,57,33,28. 9. 1992,1301,59,-,189,woman,right
Aizenman Sanchez Tania Lea,Costa Rica,,,25,26. 10. 2000,,,,,woman,right
Antonic Milica,Serbia,,,21,1. 1. 2005,,,,,woman,right
Ishaq Alhassan,Yemen,,,22,5. 2. 2004,,,,,man,right
"Gordon Nakia ""Peter""",Jamaica,,,46,9. 2. 1980,,,-,1014,man,right
